order_id,customer_id,order_date,status
775,3112,2024-09-12,completed
776,2738,2024-03-07,completed
777,9545,2024-10-06,completed
778,5405,2024-09-22,completed
779,9139,2024-01-05,completed
780,4650,2024-01-31,completed
781,3869,2024-05-31,completed
782,3138,2024-09-23,completed
783,7825,2024-02-20,completed
784,6137,2024-09-03,completed
785,7800,2024-02-17,completed
786,3487,2024-05-11,completed
787,1003,2024-05-15,completed
788,9012,2024-01-07,completed
789,8615,2024-04-28,completed
790,8764,2024-10-14,completed
791,7907,2024-10-04,completed
792,5360,2024-08-05,completed
793,4531,2024-04-24,completed
794,9616,2024-06-12,completed
795,1634,2024-10-11,completed
796,6670,2024-08-10,completed
797,1754,2024-03-26,completed
798,8660,2024-07-07,completed
799,6354,2024-02-22,completed
800,9899,2024-01-15,completed
801,8265,2024-05-06,completed
802,147,2024-06-24,completed
803,7508,2024-04-27,cancelled
804,317,2024-06-30,cancelled
805,8798,2024-03-08,completed
806,8767,2024-07-10,completed
807,1178,2024-07-12,cancelled
808,3423,2024-06-26,pending
809,2595,2024-02-16,completed
810,8504,2024-05-21,completed
811,765,2024-01-09,completed
812,7837,2024-01-12,cancelled
813,6278,2024-04-01,completed
814,436,2024-01-13,completed
815,3352,2024-10-03,pending
816,2931,2024-02-07,completed
817,135,2024-10-08,completed
818,4619,2024-10-04,completed
819,8996,2024-08-31,completed
820,2367,2024-08-31,completed
821,9669,2024-02-06,completed
822,3416,2024-08-19,pending
823,1007,2024-06-21,completed
824,7909,2024-09-07,completed
825,9185,2024-04-29,completed
826,4692,2024-01-14,completed
827,7670,2024-09-30,completed
828,7830,2024-05-14,completed
829,1897,2024-07-06,completed
830,3066,2024-02-24,pending
831,2749,2024-10-16,pending
832,6693,2024-05-06,completed
833,2662,2024-09-15,completed
834,2979,2024-04-09,completed
835,6950,2024-06-07,completed
836,6376,2024-01-23,pending
837,6460,2024-07-18,completed
838,6108,2024-03-05,completed
839,9941,2024-07-01,pending
840,6502,2024-08-14,completed
841,2662,2024-04-20,completed
842,6166,2024-03-19,completed
843,8211,2024-09-01,completed
844,3359,2024-04-01,completed
845,276,2024-05-19,completed
846,4079,2024-01-01,completed
847,4755,2024-09-23,completed
848,4699,2024-02-20,completed
849,365,2024-08-16,pending
850,795,2024-02-14,completed
851,6796,2024-04-08,completed
852,5871,2024-03-12,completed
853,590,2024-10-13,completed
854,4295,2024-03-25,completed
855,4314,2024-06-29,completed
856,8933,2024-08-04,completed
857,4746,2024-10-23,cancelled
858,7378,2024-06-04,completed
859,8862,2024-03-05,completed
860,1438,2024-05-22,completed
861,9048,2024-08-18,pending
862,4034,2024-01-20,cancelled
863,1894,2024-07-10,completed
864,7520,2024-10-21,pending
865,9379,2024-05-14,pending
866,1843,2024-07-21,completed
867,6245,2024-06-07,completed
868,327,2024-06-10,completed
869,2401,2024-07-21,completed
870,8107,2024-03-28,completed
871,4279,2024-02-20,completed
872,4551,2024-07-02,completed
873,7501,2024-10-11,completed
874,4016,2024-09-06,completed
875,5453,2024-07-31,completed
876,4307,2024-10-15,completed
877,8243,2024-01-06,completed
878,9661,2024-02-06,completed
879,7827,2024-06-29,pending
880,9202,2024-09-14,completed
881,6784,2024-04-15,cancelled
882,3558,2024-08-09,completed
883,9267,2024-04-26,completed
884,154,2024-06-27,completed
885,8774,2024-03-31,completed
886,788,2024-05-29,completed
887,4887,2024-06-19,completed
888,3382,2024-10-20,completed
889,7567,2024-07-10,completed
890,6278,2024-02-06,pending
891,2268,2024-04-09,completed
892,4259,2024-10-20,completed
893,971,2024-01-31,completed
894,8840,2024-10-26,cancelled
895,946,2024-04-03,completed
896,5619,2024-09-26,completed
897,8192,2024-04-07,pending
898,1496,2024-02-21,completed
899,2048,2024-10-24,completed
900,9365,2024-01-07,completed
901,2887,2024-09-02,completed
902,5189,2024-01-18,completed
903,4159,2024-07-03,completed
904,8925,2024-08-17,completed
905,3462,2024-07-20,completed
906,6734,2024-02-13,completed
907,1658,2024-04-07,completed
908,5044,2024-03-03,completed
909,6361,2024-06-08,completed
910,479,2024-05-22,completed
911,9330,2024-01-02,completed
912,3954,2024-05-30,cancelled
913,9169,2024-01-23,pending
914,8429,2024-08-14,completed
915,4044,2024-10-08,cancelled
916,598,2024-08-28,completed
917,9895,2024-05-20,cancelled
918,8357,2024-06-16,completed
919,2325,2024-04-25,completed
920,7300,2024-01-10,completed
921,570,2024-06-15,pending
922,3329,2024-03-30,completed
923,141,2024-04-20,completed
924,8878,2024-06-28,completed
925,8879,2024-07-02,completed
926,3281,2024-09-20,pending
927,2764,2024-06-29,completed
928,3591,2024-01-13,pending
929,2039,2024-06-22,completed
930,1075,2024-03-26,completed
