CustomerID,Gender,Age,AnnualIncome,SpendingScore
CUST_000203,Male,39,64,24
CUST_000204,Female,18,48,56
CUST_000205,Female,29,21,40
CUST_000206,Male,43,40,64
CUST_000207,Male,36,63,70
CUST_000208,Female,28,75,47
CUST_000209,Male,19,54,100
CUST_000210,Male,33,65,45
CUST_000211,Female,43,56,30
CUST_000212,Female,42,55,100
CUST_000213,Female,52,43,48
CUST_000214,Male,28,59,23
CUST_000215,Female,21,47,46
CUST_000216,Male,38,87,23
CUST_000217,Male,37,46,64
CUST_000218,Female,34,63,51
CUST_000219,Female,27,38,68
CUST_000220,Female,18,56,46
CUST_000221,Female,24,39,43
CUST_000222,Female,40,48,50
CUST_000223,Male,37,79,1
CUST_000224,Male,44,59,74
CUST_000225,Male,38,76,22
CUST_000226,Male,42,55,93
CUST_000227,Female,42,74,52
CUST_000228,Male,35,76,32
CUST_000229,Female,35,74,73
CUST_000230,Female,18,79,50
CUST_000231,Female,28,69,35
CUST_000232,Female,28,51,56
CUST_000233,Female,33,31,88
CUST_000234,Female,25,44,38
CUST_000235,Male,44,67,56
CUST_000236,Female,26,82,68
CUST_000237,Male,46,69,47
CUST_000238,Male,25,53,44
CUST_000239,Female,28,51,18
CUST_000240,Male,28,60,72
CUST_000241,Female,30,72,27
CUST_000242,Female,46,60,64
CUST_000243,Female,31,50,62
CUST_000244,Male,31,43,43
CUST_000245,Male,27,45,64
CUST_000246,Female,32,46,77
CUST_000247,Male,37,58,100
CUST_000248,Female,32,43,35
CUST_000249,Female,33,48,17
CUST_000250,Female,45,73,58
CUST_000251,Male,37,71,46
CUST_000252,Male,23,93,40
CUST_000253,Female,34,66,31
CUST_000254,Male,29,31,52
CUST_000255,Male,40,29,9
CUST_000256,Female,36,62,66
CUST_000257,Female,46,59,48
CUST_000258,Female,27,54,29
CUST_000259,Female,33,36,79
CUST_000260,Male,24,40,83
CUST_000261,Female,34,81,26
CUST_000262,Female,19,80,17
CUST_000263,Male,38,65,46
CUST_000264,Female,34,72,53
CUST_000265,Female,36,37,45
CUST_000266,Female,42,66,53
CUST_000267,Female,37,47,31
CUST_000268,Female,22,84,27
CUST_000269,Male,29,69,75
CUST_000270,Male,34,29,85
CUST_000271,Female,31,35,23
CUST_000272,Female,32,58,20
CUST_000273,Female,51,41,53
CUST_000274,Female,36,82,29
CUST_000275,Female,38,22,88
CUST_000276,Female,18,58,23
CUST_000277,Female,42,28,48
CUST_000278,Female,63,52,16
CUST_000279,Female,48,35,35
CUST_000280,Female,30,58,46
CUST_000281,Female,57,41,1
CUST_000282,Male,35,46,32
CUST_000283,Male,38,81,45
CUST_000284,Male,32,51,33
CUST_000285,Female,32,15,51
CUST_000286,Male,18,56,45
CUST_000287,Female,42,88,100
CUST_000288,Female,32,67,58
CUST_000289,Male,33,78,30
CUST_000290,Female,37,47,24
CUST_000291,Male,30,72,74
CUST_000292,Male,37,50,21
CUST_000293,Female,47,66,67
CUST_000294,Male,39,83,87
CUST_000295,Male,33,38,68
CUST_000296,Female,33,24,73
CUST_000297,Female,37,51,60
CUST_000298,Male,26,66,62
CUST_000299,Female,37,92,19
CUST_000300,Male,41,61,95
CUST_000301,Male,35,72,98
CUST_000302,Female,30,46,24
CUST_000303,Female,32,46,54
CUST_000304,Female,41,66,72
CUST_000305,Female,23,91,67
CUST_000306,Female,26,60,92
CUST_000307,Female,18,65,69
CUST_000308,Male,35,46,61
CUST_000309,Female,43,48,51
CUST_000310,Male,48,82,54
CUST_000311,Male,50,30,74
CUST_000312,Male,28,44,68
CUST_000313,Male,37,55,44
CUST_000314,Female,30,62,53
CUST_000315,Female,51,58,48
CUST_000316,Female,48,75,40
CUST_000317,Male,36,119,8
CUST_000318,Male,28,38,37
CUST_000319,Male,18,65,64
CUST_000320,Male,20,46,56
CUST_000321,Female,18,78,73
CUST_000322,Female,20,96,65
CUST_000323,Female,53,58,97
CUST_000324,Male,22,80,35
CUST_000325,Female,24,40,46
CUST_000326,Female,25,85,1
CUST_000327,Female,60,94,35
CUST_000328,Female,34,57,57
CUST_000329,Male,44,73,66
CUST_000330,Male,36,35,45
CUST_000331,Male,18,47,29
CUST_000332,Female,50,70,98
CUST_000333,Male,39,107,33
CUST_000334,Male,33,23,1
CUST_000335,Male,52,63,6
CUST_000336,Male,31,85,83
CUST_000337,Female,33,96,67
CUST_000338,Female,31,55,63
CUST_000339,Female,45,85,35
CUST_000340,Male,43,74,1
CUST_000341,Female,37,95,16
CUST_000342,Female,24,56,1
CUST_000343,Male,31,61,48
CUST_000344,Male,24,47,81
CUST_000345,Male,46,54,23
CUST_000346,Female,19,53,52
CUST_000347,Female,50,43,71
CUST_000348,Male,47,95,12
CUST_000349,Male,25,61,64
CUST_000350,Female,30,50,55
CUST_000351,Female,27,51,37
CUST_000352,Female,39,29,87
CUST_000353,Female,49,72,68
CUST_000354,Male,46,42,69
CUST_000355,Male,30,47,45
CUST_000356,Female,47,82,79
CUST_000357,Male,46,49,2
CUST_000358,Female,33,69,41
CUST_000359,Female,34,48,40
CUST_000360,Female,50,49,36
CUST_000361,Male,45,47,32
CUST_000362,Female,47,56,71
CUST_000363,Female,60,32,35
CUST_000364,Female,40,75,48
CUST_000365,Female,38,116,100
CUST_000366,Male,48,71,50
CUST_000367,Female,54,41,38
CUST_000368,Female,28,73,33
CUST_000369,Male,32,29,44
CUST_000370,Male,24,44,44
CUST_000371,Male,38,51,98
CUST_000372,Male,43,80,53
CUST_000373,Male,25,73,39
CUST_000374,Female,46,31,100
CUST_000375,Male,30,76,34
CUST_000376,Male,29,48,12
CUST_000377,Female,46,72,37
CUST_000378,Male,28,44,6
CUST_000379,Female,20,57,58
CUST_000380,Male,42,43,48
CUST_000381,Male,33,57,59
CUST_000382,Female,46,36,37
CUST_000383,Female,43,42,54
CUST_000384,Female,18,47,89
CUST_000385,Female,48,40,69
CUST_000386,Female,53,52,74
CUST_000387,Male,45,61,65
CUST_000388,Male,45,86,88
CUST_000389,Female,32,37,54
CUST_000390,Female,30,39,51
CUST_000391,Female,37,60,49
CUST_000392,Male,44,27,31
CUST_000393,Male,43,64,45
CUST_000394,Female,30,60,85
CUST_000395,Male,29,70,33
CUST_000396,Female,20,104,48
CUST_000397,Female,41,61,73
CUST_000398,Male,31,49,48
CUST_000399,Female,31,79,46
CUST_000400,Female,52,59,60
CUST_000401,Male,40,56,70
CUST_000402,Female,38,95,13
CUST_000403,Female,43,75,73
CUST_000404,Female,49,40,54
CUST_000405,Male,18,41,12
CUST_000406,Female,29,33,63
CUST_000407,Male,32,37,76
CUST_000408,Male,25,82,48
CUST_000409,Female,32,49,61
CUST_000410,Male,19,24,58
CUST_000411,Male,44,69,80
CUST_000412,Female,29,63,68
CUST_000413,Female,37,51,42
CUST_000414,Female,35,47,14
CUST_000415,Female,40,60,28
CUST_000416,Male,18,61,69
CUST_000417,Male,39,68,69
CUST_000418,Male,32,25,21
CUST_000419,Female,39,38,30
CUST_000420,Female,23,51,41
CUST_000421,Female,39,33,85
CUST_000422,Female,47,69,36
CUST_000423,Male,36,73,21
CUST_000424,Female,27,47,86
CUST_000425,Male,28,73,47
CUST_000426,Female,40,64,45
CUST_000427,Male,40,64,37
CUST_000428,Female,38,15,31
CUST_000429,Male,34,56,59
CUST_000430,Male,37,48,44
CUST_000431,Male,34,57,27
CUST_000432,Female,31,51,29
CUST_000433,Female,42,36,72
CUST_000434,Male,38,53,75
CUST_000435,Male,47,51,41
CUST_000436,Female,46,78,50
CUST_000437,Male,37,57,61
CUST_000438,Female,40,48,48
CUST_000439,Female,25,35,42
CUST_000440,Male,34,114,50
CUST_000441,Male,38,79,74
CUST_000442,Female,19,63,37
CUST_000443,Male,39,31,43
CUST_000444,Male,25,29,85
CUST_000445,Female,26,93,63
CUST_000446,Female,29,92,78
CUST_000447,Female,34,65,53
CUST_000448,Female,21,43,73
CUST_000449,Male,43,49,100
CUST_000450,Male,36,42,62
CUST_000451,Female,54,101,20
CUST_000452,Female,38,55,29
CUST_000453,Male,40,76,53
CUST_000454,Female,26,79,48
CUST_000455,Male,23,34,69
CUST_000456,Female,41,61,10
CUST_000457,Male,24,54,23
CUST_000458,Female,41,85,49
CUST_000459,Male,52,72,48
CUST_000460,Male,44,58,21
CUST_000461,Male,40,62,97
CUST_000462,Female,37,46,61
CUST_000463,Female,31,41,42
CUST_000464,Female,33,44,71
CUST_000465,Female,29,69,33
CUST_000466,Male,21,78,100
CUST_000467,Male,35,72,32
CUST_000468,Female,46,28,41
CUST_000469,Male,22,66,95
CUST_000470,Female,48,72,33
CUST_000471,Male,47,94,46
CUST_000472,Female,38,33,45
CUST_000473,Male,39,81,13
CUST_000474,Female,33,91,60
CUST_000475,Female,35,38,71
CUST_000476,Female,30,73,65
CUST_000477,Male,35,26,51
CUST_000478,Female,36,59,1
CUST_000479,Female,53,39,62
CUST_000480,Female,40,73,32
CUST_000481,Female,32,59,24
CUST_000482,Female,34,53,55
CUST_000483,Female,27,72,38
CUST_000484,Female,29,42,31
CUST_000485,Female,44,60,81
CUST_000486,Female,30,73,45
CUST_000487,Male,28,53,39
CUST_000488,Male,29,62,68
CUST_000489,Female,27,54,47
CUST_000490,Female,46,88,63
CUST_000491,Female,36,88,1
CUST_000492,Female,32,58,1
CUST_000493,Male,35,57,25
CUST_000494,Male,37,39,45
CUST_000495,Female,27,105,78
CUST_000496,Male,21,75,12
CUST_000497,Female,48,78,16
CUST_000498,Male,44,88,76
CUST_000499,Female,38,59,26
CUST_000500,Female,44,54,23
CUST_000501,Female,54,89,73
CUST_000502,Female,29,49,1
CUST_000503,Male,23,56,59
CUST_000504,Female,41,66,77
CUST_000505,Female,20,38,48
CUST_000506,Male,35,76,43
CUST_000507,Female,32,70,69
CUST_000508,Female,41,49,57
CUST_000509,Female,30,83,1
CUST_000510,Female,46,36,1
CUST_000511,Female,27,52,62
CUST_000512,Male,42,89,22
CUST_000513,Female,28,57,56
CUST_000514,Female,40,30,62
CUST_000515,Male,24,64,54
CUST_000516,Male,34,54,23
CUST_000517,Male,48,70,47
CUST_000518,Female,36,81,25
CUST_000519,Female,46,58,46
CUST_000520,Male,34,15,43
CUST_000521,Female,29,71,33
CUST_000522,Male,36,39,66
CUST_000523,Female,41,70,91
CUST_000524,Female,18,77,55
CUST_000525,Female,40,81,26
CUST_000526,Female,25,76,28
CUST_000527,Male,23,53,28
CUST_000528,Male,40,57,52
CUST_000529,Male,48,68,28
CUST_000530,Female,37,76,60
CUST_000531,Female,21,40,46
CUST_000532,Female,28,78,36
CUST_000533,Female,30,23,76
CUST_000534,Female,36,18,34
CUST_000535,Female,34,26,29
CUST_000536,Female,39,70,16
CUST_000537,Female,44,72,100
CUST_000538,Male,38,64,63
CUST_000539,Female,43,48,81
CUST_000540,Male,32,69,46
CUST_000541,Female,67,46,39
CUST_000542,Female,40,53,41
CUST_000543,Male,41,43,37
CUST_000544,Female,52,72,45
CUST_000545,Female,35,48,47
CUST_000546,Male,28,67,85
CUST_000547,Male,48,61,61
CUST_000548,Female,48,92,67
CUST_000549,Female,36,61,86
CUST_000550,Female,52,84,10
CUST_000551,Female,34,76,39
CUST_000552,Female,44,37,76
CUST_000553,Female,50,48,29
CUST_000554,Female,35,54,12
CUST_000555,Female,39,70,19
CUST_000556,Male,45,75,73
CUST_000557,Male,31,73,83
CUST_000558,Male,26,44,46
CUST_000559,Female,48,59,59
CUST_000560,Female,38,51,48
CUST_000561,Female,29,67,55
CUST_000562,Male,35,27,28
CUST_000563,Male,40,59,1
CUST_000564,Male,19,24,36
CUST_000565,Male,42,38,75
CUST_000566,Female,39,92,82
CUST_000567,Male,51,93,31
CUST_000568,Male,32,46,36
CUST_000569,Female,48,69,61
CUST_000570,Male,34,69,99
CUST_000571,Female,36,87,76
CUST_000572,Female,37,64,80
CUST_000573,Male,55,39,16
CUST_000574,Female,22,43,90
CUST_000575,Female,39,67,35
CUST_000576,Female,35,23,35
CUST_000577,Male,34,25,72
CUST_000578,Female,40,76,68
CUST_000579,Female,46,112,65
CUST_000580,Male,40,47,70
CUST_000581,Female,47,56,46
CUST_000582,Female,32,58,77
CUST_000583,Female,34,64,78
CUST_000584,Male,24,42,87
CUST_000585,Female,54,57,75
CUST_000586,Male,33,75,11
CUST_000587,Male,32,48,42
CUST_000588,Male,41,60,44
CUST_000589,Male,46,80,54
CUST_000590,Male,28,59,62
CUST_000591,Male,46,29,47
CUST_000592,Female,31,15,64
CUST_000593,Male,49,37,54
CUST_000594,Male,29,83,21
CUST_000595,Female,42,54,9
CUST_000596,Female,35,66,22
CUST_000597,Female,23,85,15
CUST_000598,Male,20,35,2
CUST_000599,Male,27,113,70
CUST_000600,Male,44,57,88
CUST_000601,Male,18,70,36
CUST_000602,Male,38,45,62
CUST_000603,Male,37,40,91
CUST_000604,Male,18,60,64
CUST_000605,Male,27,47,26
CUST_000606,Female,27,61,47
CUST_000607,Male,35,17,18
CUST_000608,Male,49,32,27
CUST_000609,Female,45,49,31
CUST_000610,Female,31,37,1
CUST_000611,Male,26,120,50
CUST_000612,Female,19,63,5
CUST_000613,Female,31,65,47
CUST_000614,Male,26,38,59
CUST_000615,Female,34,46,62
CUST_000616,Female,35,49,54
CUST_000617,Male,30,82,61
CUST_000618,Male,30,31,85
CUST_000619,Female,28,53,82
CUST_000620,Female,29,68,42
CUST_000621,Male,49,15,31
CUST_000622,Male,40,26,98
CUST_000623,Male,40,31,46
CUST_000624,Female,45,56,39
CUST_000625,Female,44,50,77
CUST_000626,Male,49,78,64
CUST_000627,Female,40,15,79
CUST_000628,Female,37,51,56
CUST_000629,Male,29,83,82
CUST_000630,Male,26,28,37
CUST_000631,Female,43,57,32
CUST_000632,Female,33,75,22
CUST_000633,Female,21,88,100
CUST_000634,Female,18,34,24
CUST_000635,Male,56,67,37
CUST_000636,Male,25,60,59
CUST_000637,Female,28,39,64
CUST_000638,Male,47,35,85
CUST_000639,Male,22,34,29
CUST_000640,Male,40,134,1
CUST_000641,Male,53,83,62
CUST_000642,Male,56,61,100
CUST_000643,Male,30,43,54
CUST_000644,Male,34,71,44
CUST_000645,Male,31,35,92
CUST_000646,Female,34,66,58
CUST_000647,Female,47,76,27
CUST_000648,Female,21,56,9
CUST_000649,Female,41,47,1
CUST_000650,Female,33,49,26
CUST_000651,Male,48,79,59
CUST_000652,Female,48,59,55
CUST_000653,Female,30,93,7
CUST_000654,Female,33,23,56
CUST_000655,Male,43,34,41
CUST_000656,Male,44,61,100
CUST_000657,Male,18,69,36
CUST_000658,Male,43,58,1
CUST_000659,Female,51,88,86
CUST_000660,Female,37,41,66
CUST_000661,Male,44,60,85
CUST_000662,Female,47,81,40
CUST_000663,Female,37,95,100
CUST_000664,Male,43,55,59
CUST_000665,Male,35,113,32
CUST_000666,Male,34,61,62
CUST_000667,Male,28,93,25
CUST_000668,Male,36,53,34
CUST_000669,Male,53,56,14
CUST_000670,Male,25,83,38
CUST_000671,Male,41,76,71
CUST_000672,Female,38,59,40
CUST_000673,Male,49,39,63
CUST_000674,Female,51,112,65
CUST_000675,Male,25,54,59
CUST_000676,Female,29,61,34
CUST_000677,Male,29,21,28
CUST_000678,Male,30,48,44
CUST_000679,Female,31,77,87
CUST_000680,Female,38,57,81
CUST_000681,Female,26,113,68
CUST_000682,Male,27,65,26
CUST_000683,Male,27,48,48
CUST_000684,Female,39,94,83
CUST_000685,Female,34,109,50
CUST_000686,Female,32,86,74
CUST_000687,Female,26,62,26
CUST_000688,Male,18,56,23
CUST_000689,Female,51,27,26
CUST_000690,Male,32,67,8
CUST_000691,Male,62,67,28
CUST_000692,Male,42,37,47
CUST_000693,Female,53,61,49
CUST_000694,Male,44,82,29
CUST_000695,Male,36,54,40
CUST_000696,Female,29,66,8
CUST_000697,Male,25,19,76
CUST_000698,Female,46,96,41
CUST_000699,Male,37,46,47
CUST_000700,Female,41,54,6
CUST_000701,Female,43,65,67
CUST_000702,Male,38,56,56
CUST_000703,Male,30,79,43
CUST_000704,Male,45,52,28
CUST_000705,Male,33,48,61
CUST_000706,Female,35,78,24
CUST_000707,Male,42,15,78
CUST_000708,Female,34,34,84
CUST_000709,Male,18,64,25
CUST_000710,Female,45,76,60
CUST_000711,Female,47,76,26
CUST_000712,Female,18,15,5
CUST_000713,Female,24,50,34
CUST_000714,Male,55,77,42
CUST_000715,Male,37,39,20
CUST_000716,Female,35,55,56
CUST_000717,Female,30,69,58
CUST_000718,Female,24,61,89
CUST_000719,Male,33,69,65
CUST_000720,Female,44,56,80
CUST_000721,Female,34,71,44
CUST_000722,Male,41,71,62
CUST_000723,Male,52,77,59
CUST_000724,Female,29,75,28
CUST_000725,Female,38,79,54
CUST_000726,Female,45,50,66
CUST_000727,Male,25,51,53
CUST_000728,Female,36,64,52
CUST_000729,Male,53,99,28
CUST_000730,Male,31,64,99
CUST_000731,Male,45,93,33
CUST_000732,Female,33,89,40
CUST_000733,Female,52,89,84
CUST_000734,Female,18,88,87
CUST_000735,Male,35,41,43
CUST_000736,Female,20,38,48
CUST_000737,Male,27,42,76
CUST_000738,Female,27,82,76
CUST_000739,Male,32,54,59
CUST_000740,Male,23,47,66
CUST_000741,Female,34,51,56
CUST_000742,Male,39,69,1
CUST_000743,Female,19,46,71
CUST_000744,Female,28,49,17
CUST_000745,Male,60,53,23
CUST_000746,Female,38,78,43
CUST_000747,Male,18,26,35
CUST_000748,Female,20,60,34
CUST_000749,Female,37,52,100
CUST_000750,Female,36,72,77
CUST_000751,Male,29,57,59
CUST_000752,Female,56,41,75
CUST_000753,Female,61,102,92
CUST_000754,Male,32,90,26
CUST_000755,Male,43,64,39
CUST_000756,Female,44,71,60
CUST_000757,Female,45,45,51
CUST_000758,Female,28,64,40
CUST_000759,Female,54,113,75
CUST_000760,Female,34,84,44
CUST_000761,Male,39,38,17
CUST_000762,Male,35,68,85
CUST_000763,Male,33,61,88
CUST_000764,Female,37,70,99
CUST_000765,Male,23,95,99
CUST_000766,Female,18,41,43
CUST_000767,Female,32,55,40
CUST_000768,Female,26,37,3
CUST_000769,Male,40,64,26
CUST_000770,Female,39,62,59
CUST_000771,Male,35,101,11
CUST_000772,Female,49,42,64
CUST_000773,Male,34,78,61
CUST_000774,Male,20,15,30
CUST_000775,Female,32,98,64
CUST_000776,Male,46,60,66
CUST_000777,Male,18,62,22
CUST_000778,Female,34,55,38
CUST_000779,Female,40,69,56
CUST_000780,Female,61,48,26
CUST_000781,Female,47,62,1
CUST_000782,Female,36,86,55
CUST_000783,Male,40,52,28
CUST_000784,Male,18,53,9
CUST_000785,Male,24,54,23
CUST_000786,Female,41,79,12
CUST_000787,Female,36,56,40
CUST_000788,Male,37,51,90
CUST_000789,Female,35,63,75
CUST_000790,Female,34,81,57
CUST_000791,Male,36,33,38
CUST_000792,Female,24,74,56
CUST_000793,Female,32,67,68
CUST_000794,Female,22,67,78
CUST_000795,Male,28,60,30
CUST_000796,Female,46,60,1
CUST_000797,Female,33,74,97
CUST_000798,Female,40,29,82
CUST_000799,Female,36,43,50
CUST_000800,Female,31,26,36
CUST_000801,Female,24,96,35
CUST_000802,Male,30,85,33
CUST_000803,Female,36,16,9
CUST_000804,Female,40,67,42
CUST_000805,Male,36,55,45
CUST_000806,Female,41,71,21
CUST_000807,Female,19,66,50
CUST_000808,Female,43,57,75
CUST_000809,Female,23,58,35
CUST_000810,Male,44,80,78
CUST_000811,Female,40,48,58
CUST_000812,Female,18,52,57
CUST_000813,Male,42,72,25
CUST_000814,Female,44,77,85
CUST_000815,Female,47,65,58
CUST_000816,Female,27,50,61
CUST_000817,Female,36,26,74
CUST_000818,Male,41,27,26
CUST_000819,Male,42,55,70
CUST_000820,Male,39,63,39
CUST_000821,Female,30,52,38
CUST_000822,Male,44,38,51
CUST_000823,Male,44,35,37
CUST_000824,Male,33,63,34
CUST_000825,Female,27,87,33
CUST_000826,Female,27,45,45
CUST_000827,Male,48,59,16
CUST_000828,Male,44,45,31
CUST_000829,Female,34,72,60
CUST_000830,Female,33,57,25
CUST_000831,Male,18,79,59
CUST_000832,Female,34,62,91
CUST_000833,Male,23,62,91
CUST_000834,Male,36,42,7
CUST_000835,Female,46,43,55
CUST_000836,Male,25,69,24
CUST_000837,Female,37,64,20
CUST_000838,Male,44,100,50
CUST_000839,Female,37,38,76
CUST_000840,Female,29,79,73
CUST_000841,Male,35,62,9
CUST_000842,Female,44,40,57
CUST_000843,Male,37,15,42
CUST_000844,Female,34,47,9
CUST_000845,Male,46,49,66
CUST_000846,Male,40,49,12
CUST_000847,Male,22,78,49
CUST_000848,Female,41,50,70
CUST_000849,Female,44,65,52
CUST_000850,Female,22,32,45
CUST_000851,Male,18,67,62
CUST_000852,Female,24,34,59
CUST_000853,Male,33,73,72
CUST_000854,Female,45,79,55
CUST_000855,Male,26,30,72
CUST_000856,Male,40,98,70
CUST_000857,Male,18,50,73
CUST_000858,Female,36,67,1
CUST_000859,Female,30,75,35
CUST_000860,Male,55,46,72
CUST_000861,Female,18,45,63
CUST_000862,Female,34,51,54
CUST_000863,Female,18,69,64
CUST_000864,Male,29,71,70
CUST_000865,Male,18,87,47
CUST_000866,Female,58,84,11
CUST_000867,Male,31,84,100
CUST_000868,Male,32,77,43
CUST_000869,Female,34,75,54
CUST_000870,Female,23,51,1
CUST_000871,Male,45,48,67
